"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"BatteryTest1","533.000","12.160","7.500","999.90"
"BatteryTest1","534.000","12.160","7.500","999.90"
"BatteryTest1","535.000","12.160","7.500","999.90"
"BatteryTest1","536.000","12.160","7.500","999.90"
"BatteryTest1","537.000","12.160","7.500","999.90"
"BatteryTest1","538.000","12.160","7.500","999.90"
"BatteryTest1","539.000","12.160","7.500","999.90"
"BatteryTest1","540.000","12.160","7.500","999.90"
"BatteryTest1","541.000","12.156","7.500","999.90"
"BatteryTest1","542.000","12.156","7.500","999.90"
"BatteryTest1","543.000","12.156","7.500","999.90"
"BatteryTest1","544.000","12.152","7.500","999.90"
"BatteryTest1","545.000","12.152","7.500","999.90"
"BatteryTest1","546.000","12.152","7.500","999.90"
"BatteryTest1","547.000","12.152","7.500","999.90"
"BatteryTest1","548.000","12.152","7.500","999.90"
"BatteryTest1","549.000","12.152","7.500","999.90"
"BatteryTest1","550.000","12.152","7.500","999.90"
"BatteryTest1","551.000","12.152","7.500","999.90"
"BatteryTest1","552.000","12.152","7.500","999.90"
"BatteryTest1","553.000","12.152","7.500","999.90"
"BatteryTest1","554.000","12.152","7.500","999.90"
"BatteryTest1","555.000","12.152","7.500","999.90"
"BatteryTest1","556.000","12.152","7.500","999.90"
"BatteryTest1","557.000","12.152","7.500","999.90"
"BatteryTest1","558.000","12.152","7.500","999.90"
"BatteryTest1","559.000","12.152","7.500","999.90"
"BatteryTest1","560.000","12.152","7.500","999.90"
"BatteryTest1","561.000","12.152","7.500","999.90"
"BatteryTest1","562.000","12.152","7.500","999.90"
"BatteryTest1","563.000","12.152","7.500","999.90"
"BatteryTest1","564.000","12.152","7.500","999.90"
"BatteryTest1","565.000","12.152","7.500","999.90"
"BatteryTest1","566.000","12.148","7.500","999.90"
"BatteryTest1","567.000","12.148","7.500","999.90"
"BatteryTest1","568.000","12.145","7.500","999.90"
"BatteryTest1","569.000","12.145","7.500","999.90"
"BatteryTest1","570.000","12.145","7.500","999.90"
"BatteryTest1","571.000","12.145","7.500","999.90"
"BatteryTest1","572.000","12.145","7.500","999.90"
"BatteryTest1","573.000","12.145","7.500","999.90"
"BatteryTest1","574.000","12.145","7.500","999.90"
"BatteryTest1","575.000","12.145","7.500","999.90"
"BatteryTest1","576.000","12.145","7.500","999.90"
"BatteryTest1","577.000","12.145","7.500","999.90"
"BatteryTest1","578.000","12.145","7.500","999.90"
"BatteryTest1","579.000","12.145","7.500","999.90"
"BatteryTest1","580.000","12.145","7.500","999.90"
"BatteryTest1","581.000","12.145","7.500","999.90"
"BatteryTest1","582.000","12.145","7.500","999.90"
"BatteryTest1","583.000","12.145","7.500","999.90"
"BatteryTest1","584.000","12.145","7.500","999.90"
"BatteryTest1","585.000","12.145","7.500","999.90"
"BatteryTest1","586.000","12.145","7.500","999.90"
"BatteryTest1","587.000","12.141","7.500","999.90"
"BatteryTest1","588.000","12.137","7.500","999.90"
"BatteryTest1","589.000","12.137","7.500","999.90"
"BatteryTest1","590.000","12.137","7.500","999.90"
"BatteryTest1","591.000","12.137","7.500","999.90"
"BatteryTest1","592.000","12.137","7.500","999.90"
"BatteryTest1","593.000","12.137","7.500","999.90"
"BatteryTest1","594.000","12.137","7.500","999.90"
"BatteryTest1","595.000","12.137","7.500","999.90"
"BatteryTest1","596.000","12.137","7.500","999.90"
"BatteryTest1","597.000","12.137","7.500","999.90"
"BatteryTest1","598.000","12.137","7.500","999.90"
"BatteryTest1","599.000","12.137","7.500","999.90"
"BatteryTest1","600.000","12.137","7.500","999.90"
"BatteryTest1","601.000","12.137","7.500","999.90"
"BatteryTest1","602.000","12.137","7.500","999.90"
"BatteryTest1","603.000","12.137","7.500","999.90"
"BatteryTest1","604.000","12.133","7.500","999.90"
"BatteryTest1","605.000","12.133","7.500","999.90"
"BatteryTest1","606.000","12.129","7.500","999.90"
"BatteryTest1","607.000","12.129","7.500","999.90"
"BatteryTest1","608.000","12.129","7.500","999.90"
"BatteryTest1","609.000","12.129","7.500","999.90"
"BatteryTest1","610.000","12.129","7.500","999.90"
"BatteryTest1","611.000","12.129","7.500","999.90"
"BatteryTest1","612.000","12.129","7.500","999.90"
"BatteryTest1","613.000","12.129","7.500","999.90"
"BatteryTest1","614.000","12.129","7.500","999.90"
"BatteryTest1","615.000","12.129","7.500","999.90"
"BatteryTest1","616.000","12.129","7.500","999.90"
"BatteryTest1","617.000","12.129","7.500","999.90"
"BatteryTest1","618.000","12.129","7.500","999.90"
"BatteryTest1","619.000","12.129","7.500","999.90"
"BatteryTest1","620.000","12.129","7.500","999.90"
"BatteryTest1","621.000","12.129","7.500","999.90"
"BatteryTest1","622.000","12.129","7.500","999.90"
"BatteryTest1","623.000","12.125","7.500","999.90"
"BatteryTest1","624.000","12.121","7.500","999.90"
"BatteryTest1","625.000","12.121","7.500","999.90"
"BatteryTest1","626.000","12.121","7.500","999.90"
"BatteryTest1","627.000","12.121","7.500","999.90"
"BatteryTest1","628.000","12.121","7.500","999.90"
"BatteryTest1","629.000","12.121","7.500","999.90"
"BatteryTest1","630.000","12.121","7.500","999.90"
"BatteryTest1","631.000","12.121","7.500","999.90"
"BatteryTest1","632.000","12.121","7.500","999.90"
"BatteryTest1","633.000","12.121","7.500","999.90"
"BatteryTest1","634.000","12.121","7.500","999.90"
"BatteryTest1","635.000","12.121","7.500","999.90"
"BatteryTest1","636.000","12.121","7.500","999.90"
"BatteryTest1","637.000","12.121","7.500","999.90"
"BatteryTest1","638.000","12.117","7.500","999.90"
"BatteryTest1","639.000","12.117","7.500","999.90"
"BatteryTest1","640.000","12.113","7.500","999.90"
"BatteryTest1","641.000","12.113","7.500","999.90"
"BatteryTest1","642.000","12.113","7.500","999.90"
"BatteryTest1","643.000","12.113","7.500","999.90"
"BatteryTest1","644.000","12.113","7.500","999.90"
"BatteryTest1","645.000","12.113","7.500","999.90"
"BatteryTest1","646.000","12.113","7.500","999.90"
"BatteryTest1","647.000","12.113","7.500","999.90"
"BatteryTest1","648.000","12.113","7.500","999.90"
"BatteryTest1","649.000","12.113","7.500","999.90"
"BatteryTest1","650.000","12.113","7.500","999.90"
"BatteryTest1","651.000","12.113","7.500","999.90"
"BatteryTest1","652.000","12.113","7.500","999.90"
"BatteryTest1","653.000","12.113","7.500","999.90"
"BatteryTest1","654.000","12.109","7.500","999.90"
"BatteryTest1","655.000","12.109","7.500","999.90"
"BatteryTest1","656.000","12.105","7.500","999.90"
"BatteryTest1","657.000","12.105","7.500","999.90"
"BatteryTest1","658.000","12.105","7.500","999.90"
"BatteryTest1","659.000","12.105","7.500","999.90"
"BatteryTest1","660.000","12.105","7.500","999.90"
"BatteryTest1","661.000","12.105","7.500","999.90"
"BatteryTest1","662.000","12.105","7.500","999.90"
"BatteryTest1","663.000","12.105","7.500","999.90"
"BatteryTest1","664.000","12.105","7.500","999.90"
"BatteryTest1","665.000","12.105","7.500","999.90"
"BatteryTest1","666.000","12.105","7.500","999.90"
"BatteryTest1","667.000","12.105","7.500","999.90"
"BatteryTest1","668.000","12.101","7.500","999.90"
"BatteryTest1","669.000","12.101","7.500","999.90"
"BatteryTest1","670.000","12.097","7.500","999.90"
"BatteryTest1","671.000","12.097","7.500","999.90"
"BatteryTest1","672.000","12.097","7.500","999.90"
"BatteryTest1","673.000","12.097","7.500","999.90"
"BatteryTest1","674.000","12.097","7.500","999.90"
"BatteryTest1","675.000","12.097","7.500","999.90"
"BatteryTest1","676.000","12.097","7.500","999.90"
"BatteryTest1","677.000","12.097","7.500","999.90"
"BatteryTest1","678.000","12.097","7.500","999.90"
"BatteryTest1","679.000","12.097","7.500","999.90"
"BatteryTest1","680.000","12.097","7.500","999.90"
"BatteryTest1","681.000","12.097","7.500","999.90"
"BatteryTest1","682.000","12.094","7.500","999.90"
"BatteryTest1","683.000","12.094","7.500","999.90"
"BatteryTest1","684.000","12.090","7.500","999.90"
"BatteryTest1","685.000","12.090","7.500","999.90"
"BatteryTest1","686.000","12.090","7.500","999.90"
"BatteryTest1","687.000","12.090","7.500","999.90"
"BatteryTest1","688.000","12.090","7.500","999.90"
"BatteryTest1","689.000","12.090","7.500","999.90"
"BatteryTest1","690.000","12.090","7.500","999.90"
"BatteryTest1","691.000","12.090","7.500","999.90"
"BatteryTest1","692.000","12.090","7.500","999.90"
"BatteryTest1","693.000","12.090","7.500","999.90"
"BatteryTest1","694.000","12.090","7.500","999.90"
"BatteryTest1","695.000","12.090","7.500","999.90"
"BatteryTest1","696.000","12.086","7.500","999.90"
"BatteryTest1","697.000","12.082","7.500","999.90"
"BatteryTest1","698.000","12.082","7.500","999.90"
"BatteryTest1","699.000","12.082","7.500","999.90"
"BatteryTest1","700.000","12.082","7.500","999.90"
"BatteryTest1","701.000","12.082","7.500","999.90"
"BatteryTest1","702.000","12.082","7.500","999.90"
"BatteryTest1","703.000","12.082","7.500","999.90"
"BatteryTest1","704.000","12.082","7.500","999.90"
"BatteryTest1","705.000","12.082","7.500","999.90"
"BatteryTest1","706.000","12.082","7.500","999.90"
"BatteryTest1","707.000","12.082","7.500","999.90"
"BatteryTest1","708.000","12.074","7.500","999.90"
"BatteryTest1","709.000","12.074","7.500","999.90"
"BatteryTest1","710.000","12.074","7.500","999.90"
"BatteryTest1","711.000","12.074","7.500","999.90"
"BatteryTest1","712.000","12.074","7.500","999.90"
"BatteryTest1","713.000","12.074","7.500","999.90"
"BatteryTest1","714.000","12.074","7.500","999.90"
"BatteryTest1","715.000","12.074","7.500","999.90"
"BatteryTest1","716.000","12.074","7.500","999.90"
"BatteryTest1","717.000","12.074","7.500","999.90"
"BatteryTest1","718.000","12.074","7.500","999.90"
"BatteryTest1","719.000","12.070","7.500","999.90"
"BatteryTest1","720.000","12.070","7.500","999.90"
"BatteryTest1","721.000","12.066","7.500","999.90"
"BatteryTest1","722.000","12.066","7.500","999.90"
"BatteryTest1","723.000","12.066","7.500","999.90"
"BatteryTest1","724.000","12.066","7.500","999.90"
"BatteryTest1","725.000","12.066","7.500","999.90"
"BatteryTest1","726.000","12.066","7.500","999.90"
"BatteryTest1","727.000","12.066","7.500","999.90"
"BatteryTest1","728.000","12.066","7.500","999.90"
"BatteryTest1","729.000","12.066","7.500","999.90"
"BatteryTest1","730.000","12.066","7.500","999.90"
"BatteryTest1","731.000","12.066","7.500","999.90"
"BatteryTest1","732.000","12.062","7.500","999.90"
"BatteryTest1","733.000","12.058","7.500","999.90"
"BatteryTest1","734.000","12.058","7.500","999.90"
"BatteryTest1","735.000","12.058","7.500","999.90"
"BatteryTest1","736.000","12.058","7.500","999.90"
"BatteryTest1","737.000","12.058","7.500","999.90"
"BatteryTest1","738.000","12.058","7.500","999.90"
"BatteryTest1","739.000","12.058","7.500","999.90"
"BatteryTest1","740.000","12.058","7.500","999.90"
"BatteryTest1","741.000","12.058","7.500","999.90"
"BatteryTest1","742.000","12.054","7.500","999.90"
"BatteryTest1","743.000","12.050","7.500","999.90"
"BatteryTest1","744.000","12.050","7.500","999.90"
"BatteryTest1","745.000","12.050","7.500","999.90"
"BatteryTest1","746.000","12.050","7.500","999.90"
"BatteryTest1","747.000","12.050","7.500","999.90"
"BatteryTest1","748.000","12.050","7.500","999.90"
"BatteryTest1","749.000","12.050","7.500","999.90"
"BatteryTest1","750.000","12.050","7.500","999.90"
"BatteryTest1","751.000","12.050","7.500","999.90"
"BatteryTest1","752.000","12.046","7.500","999.90"
"BatteryTest1","753.000","12.046","7.500","999.90"
"BatteryTest1","754.000","12.043","7.500","999.90"
"BatteryTest1","755.000","12.043","7.500","999.90"
"BatteryTest1","756.000","12.043","7.500","999.90"
"BatteryTest1","757.000","12.043","7.500","999.90"
"BatteryTest1","758.000","12.043","7.500","999.90"
"BatteryTest1","759.000","12.043","7.500","999.90"
"BatteryTest1","760.000","12.043","7.500","999.90"
"BatteryTest1","761.000","12.043","7.500","999.90"
"BatteryTest1","762.000","12.043","7.500","999.90"
"BatteryTest1","763.000","12.043","7.500","999.90"
"BatteryTest1","764.000","12.035","7.500","999.90"
"BatteryTest1","765.000","12.035","7.500","999.90"
"BatteryTest1","766.000","12.035","7.500","999.90"
"BatteryTest1","767.000","12.035","7.500","999.90"
"BatteryTest1","768.000","12.035","7.500","999.90"
"BatteryTest1","769.000","12.035","7.500","999.90"
"BatteryTest1","770.000","12.035","7.500","999.90"
"BatteryTest1","771.000","12.035","7.500","999.90"
"BatteryTest1","772.000","12.035","7.500","999.90"
"BatteryTest1","773.000","12.031","7.500","999.90"
"BatteryTest1","774.000","12.027","7.500","999.90"
"BatteryTest1","775.000","12.027","7.500","999.90"
"BatteryTest1","776.000","12.027","7.500","999.90"
"BatteryTest1","777.000","12.027","7.500","999.90"
"BatteryTest1","778.000","12.027","7.500","999.90"
"BatteryTest1","779.000","12.027","7.500","999.90"
"BatteryTest1","780.000","12.027","7.500","999.90"
"BatteryTest1","781.000","12.027","7.500","999.90"
"BatteryTest1","782.000","12.027","7.500","999.90"
"BatteryTest1","783.000","12.023","7.500","999.90"
"BatteryTest1","784.000","12.019","7.500","999.90"
"BatteryTest1","785.000","12.019","7.500","999.90"
"BatteryTest1","786.000","12.019","7.500","999.90"
"BatteryTest1","787.000","12.019","7.500","999.90"
"BatteryTest1","788.000","12.019","7.500","999.90"
"BatteryTest1","789.000","12.019","7.500","999.90"
"BatteryTest1","790.000","12.019","7.500","999.90"
"BatteryTest1","791.000","12.019","7.500","999.90"
"BatteryTest1","792.000","12.019","7.500","999.90"
"BatteryTest1","793.000","12.015","7.500","999.90"
"BatteryTest1","794.000","12.015","7.500","999.90"
"BatteryTest1","795.000","12.011","7.500","999.90"
"BatteryTest1","796.000","12.011","7.500","999.90"
"BatteryTest1","797.000","12.011","7.500","999.90"
"BatteryTest1","798.000","12.011","7.500","999.90"
"BatteryTest1","799.000","12.011","7.500","999.90"
"BatteryTest1","800.000","12.011","7.500","999.90"
"BatteryTest1","801.000","12.011","7.500","999.90"
"BatteryTest1","802.000","12.007","7.500","999.90"
"BatteryTest1","803.000","12.007","7.500","999.90"
"BatteryTest1","804.000","12.003","7.500","999.90"
"BatteryTest1","805.000","12.003","7.500","999.90"
"BatteryTest1","806.000","12.003","7.500","999.90"
"BatteryTest1","807.000","12.003","7.500","999.90"
"BatteryTest1","808.000","12.003","7.500","999.90"
"BatteryTest1","809.000","12.003","7.500","999.90"
"BatteryTest1","810.000","12.003","7.500","999.90"
"BatteryTest1","811.000","12.003","7.500","999.90"
"BatteryTest1","812.000","11.999","7.500","999.90"
"BatteryTest1","813.000","11.995","7.500","999.90"
"BatteryTest1","814.000","11.995","7.500","999.90"
"BatteryTest1","815.000","11.995","7.500","999.90"
"BatteryTest1","816.000","11.995","7.500","999.90"
"BatteryTest1","817.000","11.995","7.500","999.90"
"BatteryTest1","818.000","11.995","7.500","999.90"
"BatteryTest1","819.000","11.995","7.500","999.90"
"BatteryTest1","820.000","11.995","7.500","999.90"
"BatteryTest1","821.000","11.995","7.500","999.90"
"BatteryTest1","822.000","11.988","7.500","999.90"
"BatteryTest1","823.000","11.988","7.500","999.90"
"BatteryTest1","824.000","11.988","7.500","999.90"
"BatteryTest1","825.000","11.988","7.500","999.90"
"BatteryTest1","826.000","11.988","7.500","999.90"
"BatteryTest1","827.000","11.988","7.500","999.90"
"BatteryTest1","828.000","11.988","7.500","999.90"
"BatteryTest1","829.000","11.988","7.500","999.90"
"BatteryTest1","830.000","11.988","7.500","999.90"
"BatteryTest1","831.000","11.980","7.500","999.90"
"BatteryTest1","832.000","11.980","7.500","999.90"
"BatteryTest1","833.000","11.980","7.500","999.90"
"BatteryTest1","834.000","11.980","7.500","999.90"
"BatteryTest1","835.000","11.980","7.500","999.90"
"BatteryTest1","836.000","11.980","7.500","999.90"
"BatteryTest1","837.000","11.980","7.500","999.90"
"BatteryTest1","838.000","11.976","7.500","999.90"
"BatteryTest1","839.000","11.976","7.500","999.90"
"BatteryTest1","840.000","11.972","7.500","999.90"
"BatteryTest1","841.000","11.972","7.500","999.90"
"BatteryTest1","842.000","11.972","7.500","999.90"
"BatteryTest1","843.000","11.972","7.500","999.90"
"BatteryTest1","844.000","11.972","7.500","999.90"
"BatteryTest1","845.000","11.972","7.500","999.90"
"BatteryTest1","846.000","11.972","7.500","999.90"
"BatteryTest1","847.000","11.968","7.500","999.90"
"BatteryTest1","848.000","11.964","7.500","999.90"
"BatteryTest1","849.000","11.964","7.500","999.90"
"BatteryTest1","850.000","11.964","7.500","999.90"
"BatteryTest1","851.000","11.964","7.500","999.90"
"BatteryTest1","852.000","11.964","7.500","999.90"
"BatteryTest1","853.000","11.964","7.500","999.90"
"BatteryTest1","854.000","11.964","7.500","999.90"
"BatteryTest1","855.000","11.964","7.500","999.90"
"BatteryTest1","856.000","11.956","7.500","999.90"
"BatteryTest1","857.000","11.956","7.500","999.90"
"BatteryTest1","858.000","11.956","7.500","999.90"
"BatteryTest1","859.000","11.956","7.500","999.90"
"BatteryTest1","860.000","11.956","7.500","999.90"
"BatteryTest1","861.000","11.956","7.500","999.90"
"BatteryTest1","862.000","11.956","7.500","999.90"
"BatteryTest1","863.000","11.952","7.500","999.90"
"BatteryTest1","864.000","11.948","7.500","999.90"
"BatteryTest1","865.000","11.948","7.500","999.90"
"BatteryTest1","866.000","11.948","7.500","999.90"
"BatteryTest1","867.000","11.948","7.500","999.90"
"BatteryTest1","868.000","11.948","7.500","999.90"
"BatteryTest1","869.000","11.948","7.500","999.90"
"BatteryTest1","870.000","11.948","7.500","999.90"
"BatteryTest1","871.000","11.944","7.500","999.90"
"BatteryTest1","872.000","11.941","7.500","999.90"
"BatteryTest1","873.000","11.941","7.500","999.90"
"BatteryTest1","874.000","11.941","7.500","999.90"
"BatteryTest1","875.000","11.941","7.500","999.90"
"BatteryTest1","876.000","11.941","7.500","999.90"
"BatteryTest1","877.000","11.941","7.500","999.90"
"BatteryTest1","878.000","11.941","7.500","999.90"
"BatteryTest1","879.000","11.936","7.500","999.90"
"BatteryTest1","880.000","11.933","7.500","999.90"
"BatteryTest1","881.000","11.933","7.500","999.90"
"BatteryTest1","882.000","11.933","7.500","999.90"
"BatteryTest1","883.000","11.933","7.500","999.90"
"BatteryTest1","884.000","11.933","7.500","999.90"
"BatteryTest1","885.000","11.933","7.500","999.90"
"BatteryTest1","886.000","11.929","7.500","999.90"
"BatteryTest1","887.000","11.925","7.500","999.90"
"BatteryTest1","888.000","11.925","7.500","999.90"
"BatteryTest1","889.000","11.925","7.500","999.90"
"BatteryTest1","890.000","11.925","7.500","999.90"
"BatteryTest1","891.000","11.925","7.500","999.90"
"BatteryTest1","892.000","11.925","7.500","999.90"
"BatteryTest1","893.000","11.921","7.500","999.90"
"BatteryTest1","894.000","11.917","7.500","999.90"
"BatteryTest1","895.000","11.917","7.500","999.90"
"BatteryTest1","896.000","11.917","7.500","999.90"
"BatteryTest1","897.000","11.917","7.500","999.90"
"BatteryTest1","898.000","11.917","7.500","999.90"
"BatteryTest1","899.000","11.917","7.500","999.90"
"BatteryTest1","900.000","11.917","7.500","999.90"
"BatteryTest1","901.000","11.913","7.500","999.90"
"BatteryTest1","902.000","11.909","7.500","999.90"
"BatteryTest1","903.000","11.909","7.500","999.90"
"BatteryTest1","904.000","11.909","7.500","999.90"
"BatteryTest1","905.000","11.909","7.500","999.90"
"BatteryTest1","906.000","11.909","7.500","999.90"
"BatteryTest1","907.000","11.901","7.500","999.90"
"BatteryTest1","908.000","11.901","7.500","999.90"
"BatteryTest1","909.000","11.901","7.500","999.90"
"BatteryTest1","910.000","11.901","7.500","999.90"
"BatteryTest1","911.000","11.901","7.500","999.90"
"BatteryTest1","912.000","11.897","7.500","999.90"
"BatteryTest1","913.000","11.897","7.500","999.90"
"BatteryTest1","914.000","11.893","7.500","999.90"
"BatteryTest1","915.000","11.893","7.500","999.90"
"BatteryTest1","916.000","11.893","7.500","999.90"
"BatteryTest1","917.000","11.893","7.500","999.90"
"BatteryTest1","918.000","11.893","7.500","999.90"
"BatteryTest1","919.000","11.890","7.500","999.90"
"BatteryTest1","920.000","11.885","7.500","999.90"
"BatteryTest1","921.000","11.885","7.500","999.90"
"BatteryTest1","922.000","11.885","7.500","999.90"
"BatteryTest1","923.000","11.885","7.500","999.90"
"BatteryTest1","924.000","11.885","7.500","999.90"
"BatteryTest1","925.000","11.882","7.500","999.90"
"BatteryTest1","926.000","11.878","7.500","999.90"
"BatteryTest1","927.000","11.878","7.500","999.90"
"BatteryTest1","928.000","11.878","7.500","999.90"
"BatteryTest1","929.000","11.878","7.500","999.90"
"BatteryTest1","930.000","11.878","7.500","999.90"
"BatteryTest1","931.000","11.874","7.500","999.90"
"BatteryTest1","932.000","11.870","7.500","999.90"
"BatteryTest1","933.000","11.870","7.500","999.90"
"BatteryTest1","934.000","11.870","7.500","999.90"
"BatteryTest1","935.000","11.870","7.500","999.90"
"BatteryTest1","936.000","11.866","7.500","999.90"
"BatteryTest1","937.000","11.862","7.500","999.90"
"BatteryTest1","938.000","11.862","7.500","999.90"
"BatteryTest1","939.000","11.862","7.500","999.90"
"BatteryTest1","940.000","11.862","7.500","999.90"
"BatteryTest1","941.000","11.858","7.500","999.90"
"BatteryTest1","942.000","11.854","7.500","999.90"
"BatteryTest1","943.000","11.854","7.500","999.90"
"BatteryTest1","944.000","11.854","7.500","999.90"
"BatteryTest1","945.000","11.854","7.500","999.90"
"BatteryTest1","946.000","11.854","7.500","999.90"
"BatteryTest1","947.000","11.846","7.500","999.90"
"BatteryTest1","948.000","11.846","7.500","999.90"
"BatteryTest1","949.000","11.846","7.500","999.90"
"BatteryTest1","950.000","11.846","7.500","999.90"
"BatteryTest1","951.000","11.842","7.500","999.90"
"BatteryTest1","952.000","11.838","7.500","999.90"
"BatteryTest1","953.000","11.838","7.500","999.90"
"BatteryTest1","954.000","11.838","7.500","999.90"
"BatteryTest1","955.000","11.838","7.500","999.90"
"BatteryTest1","956.000","11.831","7.500","999.90"
"BatteryTest1","957.000","11.831","7.500","999.90"
"BatteryTest1","958.000","11.831","7.500","999.90"
"BatteryTest1","959.000","11.827","7.500","999.90"
"BatteryTest1","960.000","11.823","7.500","999.90"
"BatteryTest1","961.000","11.823","7.500","999.90"
"BatteryTest1","962.000","11.823","7.500","999.90"
"BatteryTest1","963.000","11.823","7.500","999.90"
"BatteryTest1","964.000","11.819","7.500","999.90"
"BatteryTest1","965.000","11.815","7.500","999.90"
"BatteryTest1","966.000","11.815","7.500","999.90"
"BatteryTest1","967.000","11.815","7.500","999.90"
"BatteryTest1","968.000","11.807","7.500","999.90"
"BatteryTest1","969.000","11.807","7.500","999.90"
"BatteryTest1","970.000","11.807","7.500","999.90"
"BatteryTest1","971.000","11.803","7.500","999.90"
"BatteryTest1","972.000","11.799","7.500","999.90"
"BatteryTest1","973.000","11.799","7.500","999.90"
"BatteryTest1","974.000","11.799","7.500","999.90"
"BatteryTest1","975.000","11.791","7.500","999.90"
"BatteryTest1","976.000","11.791","7.500","999.90"
"BatteryTest1","977.000","11.791","7.500","999.90"
"BatteryTest1","978.000","11.791","7.500","999.90"
"BatteryTest1","979.000","11.783","7.500","999.90"
"BatteryTest1","980.000","11.783","7.500","999.90"
"BatteryTest1","981.000","11.780","7.500","999.90"
"BatteryTest1","982.000","11.776","7.500","999.90"
"BatteryTest1","983.000","11.776","7.500","999.90"
"BatteryTest1","984.000","11.772","7.500","999.90"
"BatteryTest1","985.000","11.768","7.500","999.90"
"BatteryTest1","986.000","11.768","7.500","999.90"
"BatteryTest1","987.000","11.764","7.500","999.90"
"BatteryTest1","988.000","11.760","7.500","999.90"
"BatteryTest1","989.000","11.760","7.500","999.90"
"BatteryTest1","990.000","11.756","7.500","999.90"
"BatteryTest1","991.000","11.752","7.500","999.90"
"BatteryTest1","992.000","11.752","7.500","999.90"
"BatteryTest1","993.000","11.744","7.500","999.90"
"BatteryTest1","994.000","11.744","7.500","999.90"
"BatteryTest1","995.000","11.736","7.500","999.90"
"BatteryTest1","996.000","11.736","7.500","999.90"
"BatteryTest1","997.000","11.732","7.500","999.90"
"BatteryTest1","998.000","11.729","7.500","999.90"
"BatteryTest1","999.000","11.729","7.500","999.90"
"BatteryTest1","1000.000","11.721","7.500","999.90"
"BatteryTest1","1001.000","11.721","7.500","999.90"
"BatteryTest1","1002.000","11.713","7.500","999.90"
"BatteryTest1","1003.000","11.713","7.500","999.90"
"BatteryTest1","1004.000","11.709","7.500","999.90"
"BatteryTest1","1005.000","11.705","7.500","999.90"
"BatteryTest1","1006.000","11.705","7.500","999.90"
"BatteryTest1","1007.000","11.697","7.500","999.90"
"BatteryTest1","1008.000","11.689","7.500","999.90"
"BatteryTest1","1009.000","11.689","7.500","999.90"
"BatteryTest1","1010.000","11.681","7.500","999.90"
"BatteryTest1","1011.000","11.681","7.500","999.90"
"BatteryTest1","1012.000","11.674","7.500","999.90"
"BatteryTest1","1013.000","11.674","7.500","999.90"
"BatteryTest1","1014.000","11.666","7.500","999.90"
"BatteryTest1","1015.000","11.666","7.500","999.90"
"BatteryTest1","1016.000","11.658","7.500","999.90"
"BatteryTest1","1017.000","11.650","7.500","999.90"
"BatteryTest1","1018.000","11.650","7.500","999.90"
"BatteryTest1","1019.000","11.646","7.500","999.90"
"BatteryTest1","1020.000","11.642","7.500","999.90"
"BatteryTest1","1021.000","11.634","7.500","999.90"
"BatteryTest1","1022.000","11.627","7.500","999.90"
"BatteryTest1","1023.000","11.627","7.500","999.90"
"BatteryTest1","1024.000","11.619","7.500","999.90"
"BatteryTest1","1025.000","11.611","7.500","999.90"
"BatteryTest1","1026.000","11.611","7.500","999.90"
"BatteryTest1","1027.000","11.603","7.500","999.90"
"BatteryTest1","1028.000","11.599","7.500","999.90"
"BatteryTest1","1029.000","11.587","7.500","999.90"
"BatteryTest1","1030.000","11.583","7.500","999.90"
"BatteryTest1","1031.000","11.579","7.500","999.90"
"BatteryTest1","1032.000","11.571","7.500","999.90"
"BatteryTest1","1033.000","11.564","7.500","999.90"
"BatteryTest1","1034.000","11.556","7.500","999.90"
"BatteryTest1","1035.000","11.556","7.500","999.90"
"BatteryTest1","1036.000","11.548","7.500","999.90"
"BatteryTest1","1037.000","11.540","7.500","999.90"
"BatteryTest1","1038.000","11.532","7.500","999.90"
"BatteryTest1","1039.000","11.524","7.500","999.90"
"BatteryTest1","1040.000","11.517","7.500","999.90"
"BatteryTest1","1041.000","11.509","7.500","999.90"
"BatteryTest1","1042.000","11.501","7.500","999.90"
"BatteryTest1","1043.000","11.501","7.500","999.90"
"BatteryTest1","1044.000","11.493","7.500","999.90"
"BatteryTest1","1045.000","11.485","7.500","999.90"
"BatteryTest1","1046.000","11.469","7.500","999.90"
"BatteryTest1","1047.000","11.466","7.500","999.90"
"BatteryTest1","1048.000","11.458","7.500","999.90"
"BatteryTest1","1049.000","11.450","7.500","999.90"
"BatteryTest1","1050.000","11.442","7.500","999.90"
"BatteryTest1","1051.000","11.434","7.500","999.90"
"BatteryTest1","1052.000","11.422","7.500","999.90"
"BatteryTest1","1053.000","11.422","7.500","999.90"
"BatteryTest1","1054.000","11.411","7.500","999.90"
"BatteryTest1","1055.000","11.399","7.500","999.90"
"BatteryTest1","1056.000","11.391","7.500","999.90"
"BatteryTest1","1057.000","11.379","7.500","999.90"
"BatteryTest1","1058.000","11.371","7.500","999.90"
"BatteryTest1","1059.000","11.360","7.500","999.90"
"BatteryTest1","1060.000","11.360","7.500","999.90"
"BatteryTest1","1061.000","11.348","7.500","999.90"
"BatteryTest1","1062.000","11.340","7.500","999.90"
"BatteryTest1","1063.000","11.328","7.500","999.90"
"BatteryTest1","1064.000","11.320","7.500","999.90"
"BatteryTest1","1065.000","11.312","7.500","999.90"
"BatteryTest1","1066.000","11.301","7.500","999.90"
